Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
Low Fat,0.103,Dairy,175.1028,OUT049,Medium,Tier 1,Supermarket Type1,1593.9252
Regular,0.215584813,Fruits and Vegetables,192.0478,OUT049,Medium,Tier 1,Supermarket Type1,1549.9824
Low Fat,0.176306615,Canned,155.0972,OUT049,Medium,Tier 1,Supermarket Type1,3894.93
Regular,0.27474348,Meat,48.8376,OUT049,Medium,Tier 1,Supermarket Type1,1294.3152
Regular,0.115223687,Fruits and Vegetables,57.1904,OUT049,Medium,Tier 1,Supermarket Type1,1640.5312
LF,0.124883368,Frozen Foods,263.791,OUT049,Medium,Tier 1,Supermarket Type1,4996.829
Low Fat,0.121934719,Health and Hygiene,237.759,OUT049,Medium,Tier 1,Supermarket Type1,3545.385
Low Fat,0.127693927,Household,144.1102,OUT049,Medium,Tier 1,Supermarket Type1,1749.7224
Low Fat,0.143245222,Frozen Foods,54.9298,OUT049,Medium,Tier 1,Supermarket Type1,1348.245
Low Fat,0.172231189,Snack Foods,112.1228,OUT049,Medium,Tier 1,Supermarket Type1,1215.7508
Low Fat,0.133542489,Health and Hygiene,193.1162,OUT049,Medium,Tier 1,Supermarket Type1,2693.8268
Low Fat,0.110359711,Frozen Foods,60.1536,OUT049,Medium,Tier 1,Supermarket Type1,490.0288
Low Fat,0.162940022,Fruits and Vegetables,149.1366,OUT049,Medium,Tier 1,Supermarket Type1,4231.8248
Regular,0.249094132,Dairy,196.1794,OUT049,Medium,Tier 1,Supermarket Type1,2926.191
Low Fat,0.106597678,Hard Drinks,153.8998,OUT049,Medium,Tier 1,Supermarket Type1,2922.1962
Regular,0.178287081,Dairy,115.3176,OUT049,Medium,Tier 1,Supermarket Type1,572.588
Regular,0.156667516,Fruits and Vegetables,223.0088,OUT049,Medium,Tier 1,Supermarket Type1,671.1264
Low Fat,0.103,Breads,85.5566,OUT049,Medium,Tier 1,Supermarket Type1,1860.2452
Regular,0.273548238,Canned,113.8834,OUT049,Medium,Tier 1,Supermarket Type1,1382.2008
Low Fat,0.163794097,Baking Goods,233.6616,OUT049,Medium,Tier 1,Supermarket Type1,2577.9776
Low Fat,0.139446751,Snack Foods,90.3488,OUT049,Medium,Tier 1,Supermarket Type1,996.0368
Regular,0.128936747,Frozen Foods,164.921,OUT049,Medium,Tier 1,Supermarket Type1,2609.936
reg,0.188268317,Snack Foods,229.7668,OUT049,Medium,Tier 1,Supermarket Type1,3916.2356
Regular,0.180284566,Frozen Foods,172.4106,OUT049,Medium,Tier 1,Supermarket Type1,4277.765
Low Fat,0.13075746,Health and Hygiene,62.5168,OUT049,Medium,Tier 1,Supermarket Type1,1534.0032
Low Fat,0.140885683,Soft Drinks,190.4188,OUT049,Medium,Tier 1,Supermarket Type1,952.094
Low Fat,0.115657494,Health and Hygiene,36.3506,OUT049,Medium,Tier 1,Supermarket Type1,872.8638
low fat,0.151857925,Breads,61.0194,OUT049,Medium,Tier 1,Supermarket Type1,1052.6298
Low Fat,0.118186146,Household,144.947,OUT049,Medium,Tier 1,Supermarket Type1,3435.528
Regular,0.103,Dairy,194.2794,OUT049,Medium,Tier 1,Supermarket Type1,4291.7468
Low Fat,0.140639672,Health and Hygiene,98.4042,OUT049,Medium,Tier 1,Supermarket Type1,1388.8588
Low Fat,0.167163983,Hard Drinks,229.9694,OUT049,Medium,Tier 1,Supermarket Type1,4567.388
Regular,0.156921264,Baking Goods,123.0072,OUT049,Medium,Tier 1,Supermarket Type1,1960.1152
Regular,0.133294931,Frozen Foods,104.099,OUT049,Medium,Tier 1,Supermarket Type1,412.796
LF,0.1680227,Canned,87.0198,OUT049,Medium,Tier 1,Supermarket Type1,697.7584
Regular,0.286579854,Dairy,110.857,OUT049,Medium,Tier 1,Supermarket Type1,1977.426
Low Fat,0.138409328,Fruits and Vegetables,36.2506,OUT049,Medium,Tier 1,Supermarket Type1,834.9132
Low Fat,0.186327693,Frozen Foods,247.2776,OUT049,Medium,Tier 1,Supermarket Type1,5944.2624
Regular,0.145685217,Dairy,120.7782,OUT049,Medium,Tier 1,Supermarket Type1,1072.6038
Regular,0.208181277,Frozen Foods,214.4218,OUT049,Medium,Tier 1,Supermarket Type1,5343.045
Low Fat,0.140289996,Soft Drinks,182.7634,OUT049,Medium,Tier 1,Supermarket Type1,3453.5046
Low Fat,0.135672263,Health and Hygiene,141.2154,OUT049,Medium,Tier 1,Supermarket Type1,709.077
Low Fat,0.195834313,Dairy,77.667,OUT049,Medium,Tier 1,Supermarket Type1,2220.443
reg,0.136489979,Meat,156.6314,OUT049,Medium,Tier 1,Supermarket Type1,1241.0512
Regular,0.171059156,Dairy,120.344,OUT049,Medium,Tier 1,Supermarket Type1,1797.66
Low Fat,0.159516756,Soft Drinks,143.4812,OUT049,Medium,Tier 1,Supermarket Type1,854.8872
Regular,0.182837509,Fruits and Vegetables,102.1332,OUT049,Medium,Tier 1,Supermarket Type1,1743.0644
Regular,0.148534457,Dairy,146.3102,OUT049,Medium,Tier 1,Supermarket Type1,3645.255
Regular,0.136813351,Meat,198.1426,OUT049,Medium,Tier 1,Supermarket Type1,3757.1094
Low Fat,0.156950661,Fruits and Vegetables,182.7292,OUT049,Medium,Tier 1,Supermarket Type1,4925.5884
Low Fat,0.238944247,Fruits and Vegetables,171.5106,OUT049,Medium,Tier 1,Supermarket Type1,1539.9954
Regular,0.224709653,Frozen Foods,119.7466,OUT049,Medium,Tier 1,Supermarket Type1,2003.3922
Regular,0.164270647,Soft Drinks,53.2614,OUT049,Medium,Tier 1,Supermarket Type1,386.8298
Regular,0.15581112,Canned,86.6224,OUT049,Medium,Tier 1,Supermarket Type1,1704.448
Low Fat,0.215495847,Household,124.4046,OUT049,Medium,Tier 1,Supermarket Type1,1120.5414
Low Fat,0.192817198,Canned,142.7496,OUT049,Medium,Tier 1,Supermarket Type1,3528.74
Regular,0.224442754,Snack Foods,94.9752,OUT049,Medium,Tier 1,Supermarket Type1,1342.2528
Low Fat,0.127201905,Canned,114.915,OUT049,Medium,Tier 1,Supermarket Type1,2796.36
Low Fat,0.130028323,Household,127.0336,OUT049,Medium,Tier 1,Supermarket Type1,3962.8416
Low Fat,0.113658153,Canned,83.0908,OUT049,Medium,Tier 1,Supermarket Type1,1593.9252
Regular,0.260075658,Breakfast,166.6474,OUT049,Medium,Tier 1,Supermarket Type1,4211.185
Low Fat,0.155257982,Snack Foods,121.8072,OUT049,Medium,Tier 1,Supermarket Type1,2450.144
Low Fat,0.136651278,Household,108.9912,OUT049,Medium,Tier 1,Supermarket Type1,1965.4416
Low Fat,0.178311837,Snack Foods,122.6046,OUT049,Medium,Tier 1,Supermarket Type1,2988.1104
Low Fat,0.186488992,Household,161.3552,OUT049,Medium,Tier 1,Supermarket Type1,7148.0288
Low Fat,0.103,Breads,229.4668,OUT049,Medium,Tier 1,Supermarket Type1,4837.7028
LF,0.145626422,Fruits and Vegetables,227.072,OUT049,Medium,Tier 1,Supermarket Type1,4074.696
Regular,0.15019387,Frozen Foods,52.8666,OUT049,Medium,Tier 1,Supermarket Type1,1384.1982
Low Fat,0.142638705,Snack Foods,166.0526,OUT049,Medium,Tier 1,Supermarket Type1,3124.5994
Low Fat,0.129362624,Frozen Foods,78.3302,OUT049,Medium,Tier 1,Supermarket Type1,1267.6832
Low Fat,0.123729902,Breads,197.2742,OUT049,Medium,Tier 1,Supermarket Type1,3782.4098
Low Fat,0.133842963,Soft Drinks,143.1154,OUT049,Medium,Tier 1,Supermarket Type1,2552.6772
Low Fat,0.148117476,Snack Foods,187.9556,OUT049,Medium,Tier 1,Supermarket Type1,2440.8228
Low Fat,0.120182935,Dairy,51.235,OUT049,Medium,Tier 1,Supermarket Type1,848.895
Regular,0.208831117,Fruits and Vegetables,41.6796,OUT049,Medium,Tier 1,Supermarket Type1,784.3124
Low Fat,0.16363976,Dairy,173.0106,OUT049,Medium,Tier 1,Supermarket Type1,3593.3226
Low Fat,0.130991093,Snack Foods,145.976,OUT049,Medium,Tier 1,Supermarket Type1,3515.424
Regular,0.263951491,Canned,256.1014,OUT049,Medium,Tier 1,Supermarket Type1,3060.0168
Low Fat,0.139997104,Snack Foods,115.9834,OUT049,Medium,Tier 1,Supermarket Type1,2073.3012
Low Fat,0.206634038,Canned,101.399,OUT049,Medium,Tier 1,Supermarket Type1,1031.99
Low Fat,0.148055587,Dairy,242.3854,OUT049,Medium,Tier 1,Supermarket Type1,2416.854
Low Fat,0.11845846,Household,166.0526,OUT049,Medium,Tier 1,Supermarket Type1,3617.9572
reg,0.231621941,Frozen Foods,175.537,OUT049,Medium,Tier 1,Supermarket Type1,3528.74
Low Fat,0.153829881,Canned,122.7072,OUT049,Medium,Tier 1,Supermarket Type1,1470.0864
Low Fat,0.1851398,Baking Goods,37.2164,OUT049,Medium,Tier 1,Supermarket Type1,579.246
Low Fat,0.172524391,Household,91.8146,OUT049,Medium,Tier 1,Supermarket Type1,2371.5796
Low Fat,0.210564024,Snack Foods,149.0076,OUT049,Medium,Tier 1,Supermarket Type1,1182.4608
Low Fat,0.152155769,Soft Drinks,65.2168,OUT049,Medium,Tier 1,Supermarket Type1,958.752
Regular,0.15010181,Meat,181.8608,OUT049,Medium,Tier 1,Supermarket Type1,4594.02
LF,0.224914662,Snack Foods,43.5428,OUT049,Medium,Tier 1,Supermarket Type1,615.1992
Low Fat,0.145357203,Hard Drinks,123.2388,OUT049,Medium,Tier 1,Supermarket Type1,1857.582
Low Fat,0.204932076,Dairy,54.5956,OUT049,Medium,Tier 1,Supermarket Type1,764.3384
Low Fat,0.140681448,Fruits and Vegetables,111.0886,OUT049,Medium,Tier 1,Supermarket Type1,222.3772
Low Fat,0.135072321,Household,102.2016,OUT049,Medium,Tier 1,Supermarket Type1,1416.8224
Low Fat,0.175410764,Frozen Foods,122.5098,OUT049,Medium,Tier 1,Supermarket Type1,1084.5882
Regular,0.154697108,Baking Goods,79.2644,OUT049,Medium,Tier 1,Supermarket Type1,864.2084
Regular,0.1190526,Breads,43.9402,OUT049,Medium,Tier 1,Supermarket Type1,1286.3256
Low Fat,0.14753262,Snack Foods,127.202,OUT049,Medium,Tier 1,Supermarket Type1,2656.542
Regular,0.129342897,Fruits and Vegetables,104.1332,OUT049,Medium,Tier 1,Supermarket Type1,1230.3984
Regular,0.150330801,Snack Foods,120.8782,OUT049,Medium,Tier 1,Supermarket Type1,2621.9204
Regular,0.159406129,Breakfast,231.43,OUT049,Medium,Tier 1,Supermarket Type1,3029.39
Low Fat,0.18167708,Canned,37.8506,OUT049,Medium,Tier 1,Supermarket Type1,341.5554
Regular,0.188082648,Canned,153.5314,OUT049,Medium,Tier 1,Supermarket Type1,2171.8396
Low Fat,0.162940022,Health and Hygiene,262.4226,OUT049,Medium,Tier 1,Supermarket Type1,3964.839
Low Fat,0.138967107,Fruits and Vegetables,260.3278,OUT049,Medium,Tier 1,Supermarket Type1,7549.5062
Regular,0.113998932,Snack Foods,164.3842,OUT049,Medium,Tier 1,Supermarket Type1,1823.6262
Regular,0.124039273,Snack Foods,160.0578,OUT049,Medium,Tier 1,Supermarket Type1,2567.3248
Low Fat,0.142306822,Household,150.7366,OUT049,Medium,Tier 1,Supermarket Type1,3325.0052
Low Fat,0.123600553,Snack Foods,147.5734,OUT049,Medium,Tier 1,Supermarket Type1,3414.8882
Low Fat,0.225761775,Dairy,124.373,OUT049,Medium,Tier 1,Supermarket Type1,2093.941
Low Fat,0.158159054,Fruits and Vegetables,145.6444,OUT049,Medium,Tier 1,Supermarket Type1,2467.4548
Low Fat,0.215399145,Canned,120.444,OUT049,Medium,Tier 1,Supermarket Type1,1438.128
Low Fat,0.194348964,Snack Foods,150.3708,OUT049,Medium,Tier 1,Supermarket Type1,4363.6532
Regular,0.136103556,Breakfast,48.9008,OUT049,Medium,Tier 1,Supermarket Type1,708.4112
LF,0.223467994,Others,145.147,OUT049,Medium,Tier 1,Supermarket Type1,5296.439
Low Fat,0.170312613,Snack Foods,234.359,OUT049,Medium,Tier 1,Supermarket Type1,3072.667
Low Fat,0.117883661,Starchy Foods,174.508,OUT049,Medium,Tier 1,Supermarket Type1,3635.268
Low Fat,0.189088353,Snack Foods,168.7816,OUT049,Medium,Tier 1,Supermarket Type1,3355.632
Regular,0.19039577,Frozen Foods,105.3306,OUT049,Medium,Tier 1,Supermarket Type1,836.2448
Regular,0.245632186,Starchy Foods,172.3448,OUT049,Medium,Tier 1,Supermarket Type1,4431.5648
Low Fat,0.215399145,Hard Drinks,111.686,OUT049,Medium,Tier 1,Supermarket Type1,2263.72
Regular,0.145378864,Canned,125.4046,OUT049,Medium,Tier 1,Supermarket Type1,1867.569
Low Fat,0.172532901,Meat,51.8324,OUT049,Medium,Tier 1,Supermarket Type1,1090.5804
Regular,0.197010215,Baking Goods,95.2068,OUT049,Medium,Tier 1,Supermarket Type1,777.6544
LF,0.259541861,Meat,162.4578,OUT049,Medium,Tier 1,Supermarket Type1,2888.2404
Low Fat,0.113027885,Snack Foods,249.6408,OUT049,Medium,Tier 1,Supermarket Type1,3254.4304
LF,0.103,Fruits and Vegetables,175.237,OUT049,Medium,Tier 1,Supermarket Type1,3881.614
Regular,0.254087845,Meat,155.1314,OUT049,Medium,Tier 1,Supermarket Type1,1551.314
Low Fat,0.183626601,Health and Hygiene,92.5436,OUT049,Medium,Tier 1,Supermarket Type1,378.1744
Low Fat,0.142553606,Snack Foods,99.1042,OUT049,Medium,Tier 1,Supermarket Type1,2579.3092
